Tag,value,timestamp
BREADBLAST04_Temperature,214.83,2023-04-30T00:14:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:14:40
BREADBLAST04_Temperature,214.83,2023-04-30T00:14:50
BREADBLAST04_Temperature,214.74,2023-04-30T00:15:00
BREADBLAST04_Temperature,214.68,2023-04-30T00:15:10
BREADBLAST04_Temperature,214.73,2023-04-30T00:15:20
BREADBLAST04_Temperature,214.8,2023-04-30T00:15:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:15:40
BREADBLAST04_Temperature,214.67,2023-04-30T00:15:50
BREADBLAST04_Temperature,214.61,2023-04-30T00:16:00
BREADBLAST04_Temperature,214.62,2023-04-30T00:16:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:16:20
BREADBLAST04_Temperature,214.52,2023-04-30T00:16:30
BREADBLAST04_Temperature,214.45,2023-04-30T00:16:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:16:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:17:00
BREADBLAST04_Temperature,214.54,2023-04-30T00:17:10
BREADBLAST04_Temperature,214.47,2023-04-30T00:17:20
BREADBLAST04_Temperature,214.5,2023-04-30T00:17:30
BREADBLAST04_Temperature,214.59,2023-04-30T00:17:40
BREADBLAST04_Temperature,214.55,2023-04-30T00:17:50
BREADBLAST04_Temperature,214.62,2023-04-30T00:18:00
BREADBLAST04_Temperature,214.57,2023-04-30T00:18:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:18:20
BREADBLAST04_Temperature,214.64,2023-04-30T00:18:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:18:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:18:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:19:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:19:10
BREADBLAST04_Temperature,214.71,2023-04-30T00:19:20
BREADBLAST04_Temperature,214.72,2023-04-30T00:19:30
BREADBLAST04_Temperature,214.62,2023-04-30T00:19:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:19:50
BREADBLAST04_Temperature,214.63,2023-04-30T00:20:00
BREADBLAST04_Temperature,214.57,2023-04-30T00:20:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:20:20
BREADBLAST04_Temperature,214.54,2023-04-30T00:20:30
BREADBLAST04_Temperature,214.54,2023-04-30T00:20:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:20:50
BREADBLAST04_Temperature,214.43,2023-04-30T00:21:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:21:10
BREADBLAST04_Temperature,214.45,2023-04-30T00:21:20
BREADBLAST04_Temperature,214.49,2023-04-30T00:21:30
BREADBLAST04_Temperature,214.47,2023-04-30T00:21:40
BREADBLAST04_Temperature,214.39,2023-04-30T00:21:50
BREADBLAST04_Temperature,214.48,2023-04-30T00:22:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:22:10
BREADBLAST04_Temperature,214.59,2023-04-30T00:22:20
BREADBLAST04_Temperature,214.6,2023-04-30T00:22:30
BREADBLAST04_Temperature,214.61,2023-04-30T00:22:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:22:50
BREADBLAST04_Temperature,214.57,2023-04-30T00:23:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:23:10
BREADBLAST04_Temperature,214.72,2023-04-30T00:23:20
BREADBLAST04_Temperature,214.72,2023-04-30T00:23:30
BREADBLAST04_Temperature,214.62,2023-04-30T00:23:40
BREADBLAST04_Temperature,214.58,2023-04-30T00:23:50
BREADBLAST04_Temperature,214.68,2023-04-30T00:24:00
BREADBLAST04_Temperature,214.7,2023-04-30T00:24:10
BREADBLAST04_Temperature,214.71,2023-04-30T00:24:20
BREADBLAST04_Temperature,214.78,2023-04-30T00:24:30
BREADBLAST04_Temperature,214.8,2023-04-30T00:24:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:24:50
BREADBLAST04_Temperature,214.72,2023-04-30T00:25:00
BREADBLAST04_Temperature,214.76,2023-04-30T00:25:10
BREADBLAST04_Temperature,214.7,2023-04-30T00:25:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:25:30
BREADBLAST04_Temperature,214.68,2023-04-30T00:25:40
BREADBLAST04_Temperature,214.73,2023-04-30T00:25:50
BREADBLAST04_Temperature,214.81,2023-04-30T00:26:00
BREADBLAST04_Temperature,214.71,2023-04-30T00:26:10
BREADBLAST04_Temperature,214.72,2023-04-30T00:26:20
BREADBLAST04_Temperature,214.64,2023-04-30T00:26:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:26:40
BREADBLAST04_Temperature,214.53,2023-04-30T00:26:50
BREADBLAST04_Temperature,214.44,2023-04-30T00:27:00
BREADBLAST04_Temperature,214.54,2023-04-30T00:27:10
BREADBLAST04_Temperature,214.45,2023-04-30T00:27:20
BREADBLAST04_Temperature,214.5,2023-04-30T00:27:30
BREADBLAST04_Temperature,214.58,2023-04-30T00:27:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:27:50
BREADBLAST04_Temperature,214.5,2023-04-30T00:28:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:28:10
BREADBLAST04_Temperature,214.48,2023-04-30T00:28:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:28:30
BREADBLAST04_Temperature,214.6,2023-04-30T00:28:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:28:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:29:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:29:10
BREADBLAST04_Temperature,214.57,2023-04-30T00:29:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:29:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:29:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:29:50
BREADBLAST04_Temperature,214.56,2023-04-30T00:30:00
BREADBLAST04_Temperature,214.53,2023-04-30T00:30:10
BREADBLAST04_Temperature,214.49,2023-04-30T00:30:20
BREADBLAST04_Temperature,214.58,2023-04-30T00:30:30
BREADBLAST04_Temperature,214.63,2023-04-30T00:30:40
BREADBLAST04_Temperature,214.61,2023-04-30T00:30:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:31:00
BREADBLAST04_Temperature,214.63,2023-04-30T00:31:10
BREADBLAST04_Temperature,214.65,2023-04-30T00:31:20
BREADBLAST04_Temperature,214.71,2023-04-30T00:31:30
BREADBLAST04_Temperature,214.63,2023-04-30T00:31:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:31:50
BREADBLAST04_Temperature,214.62,2023-04-30T00:32:00
BREADBLAST04_Temperature,214.56,2023-04-30T00:32:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:32:20
BREADBLAST04_Temperature,214.46,2023-04-30T00:32:30
BREADBLAST04_Temperature,214.46,2023-04-30T00:32:40
BREADBLAST04_Temperature,214.44,2023-04-30T00:32:50
BREADBLAST04_Temperature,214.48,2023-04-30T00:33:00
BREADBLAST04_Temperature,214.51,2023-04-30T00:33:10
BREADBLAST04_Temperature,214.49,2023-04-30T00:33:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:33:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:33:40
BREADBLAST04_Temperature,214.38,2023-04-30T00:33:50
BREADBLAST04_Temperature,214.38,2023-04-30T00:34:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:34:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:34:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:34:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:34:40
BREADBLAST04_Temperature,214.15,2023-04-30T00:34:50
BREADBLAST04_Temperature,214.06,2023-04-30T00:35:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:35:10
BREADBLAST04_Temperature,214.21,2023-04-30T00:35:20
BREADBLAST04_Temperature,214.19,2023-04-30T00:35:30
BREADBLAST04_Temperature,214.13,2023-04-30T00:35:40
BREADBLAST04_Temperature,214.1,2023-04-30T00:35:50
BREADBLAST04_Temperature,214.01,2023-04-30T00:36:00
BREADBLAST04_Temperature,213.95,2023-04-30T00:36:10
BREADBLAST04_Temperature,214.03,2023-04-30T00:36:20
BREADBLAST04_Temperature,213.98,2023-04-30T00:36:30
BREADBLAST04_Temperature,213.89,2023-04-30T00:36:40
BREADBLAST04_Temperature,213.92,2023-04-30T00:36:50
BREADBLAST04_Temperature,213.9,2023-04-30T00:37:00
BREADBLAST04_Temperature,213.91,2023-04-30T00:37:10
BREADBLAST04_Temperature,213.89,2023-04-30T00:37:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:37:30
BREADBLAST04_Temperature,213.91,2023-04-30T00:37:40
BREADBLAST04_Temperature,213.98,2023-04-30T00:37:50
BREADBLAST04_Temperature,214.03,2023-04-30T00:38:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:38:10
BREADBLAST04_Temperature,214.14,2023-04-30T00:38:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:38:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:38:40
BREADBLAST04_Temperature,214.09,2023-04-30T00:38:50
BREADBLAST04_Temperature,214,2023-04-30T00:39:00
BREADBLAST04_Temperature,213.94,2023-04-30T00:39:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:39:20
BREADBLAST04_Temperature,213.85,2023-04-30T00:39:30
BREADBLAST04_Temperature,213.89,2023-04-30T00:39:40
BREADBLAST04_Temperature,213.92,2023-04-30T00:39:50
BREADBLAST04_Temperature,213.9,2023-04-30T00:40:00
BREADBLAST04_Temperature,213.94,2023-04-30T00:40:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:40:20
BREADBLAST04_Temperature,214.01,2023-04-30T00:40:30
BREADBLAST04_Temperature,213.95,2023-04-30T00:40:40
BREADBLAST04_Temperature,214,2023-04-30T00:40:50
BREADBLAST04_Temperature,213.98,2023-04-30T00:41:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:41:10
BREADBLAST04_Temperature,213.92,2023-04-30T00:41:20
BREADBLAST04_Temperature,213.89,2023-04-30T00:41:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:41:40
BREADBLAST04_Temperature,213.84,2023-04-30T00:41:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:42:00
BREADBLAST04_Temperature,213.94,2023-04-30T00:42:10
BREADBLAST04_Temperature,213.97,2023-04-30T00:42:20
BREADBLAST04_Temperature,213.96,2023-04-30T00:42:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:42:40
BREADBLAST04_Temperature,214.03,2023-04-30T00:42:50
BREADBLAST04_Temperature,213.96,2023-04-30T00:43:00
BREADBLAST04_Temperature,213.97,2023-04-30T00:43:10
BREADBLAST04_Temperature,213.9,2023-04-30T00:43:20
BREADBLAST04_Temperature,213.83,2023-04-30T00:43:30
BREADBLAST04_Temperature,213.9,2023-04-30T00:43:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:43:50
BREADBLAST04_Temperature,213.91,2023-04-30T00:44:00
BREADBLAST04_Temperature,213.92,2023-04-30T00:44:10
BREADBLAST04_Temperature,213.99,2023-04-30T00:44:20
BREADBLAST04_Temperature,213.9,2023-04-30T00:44:30
BREADBLAST04_Temperature,213.92,2023-04-30T00:44:40
BREADBLAST04_Temperature,213.85,2023-04-30T00:44:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:45:00
BREADBLAST04_Temperature,213.77,2023-04-30T00:45:10
BREADBLAST04_Temperature,213.83,2023-04-30T00:45:20
BREADBLAST04_Temperature,213.93,2023-04-30T00:45:30
BREADBLAST04_Temperature,214.01,2023-04-30T00:45:40
BREADBLAST04_Temperature,213.93,2023-04-30T00:45:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:46:00
BREADBLAST04_Temperature,213.86,2023-04-30T00:46:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:46:20
BREADBLAST04_Temperature,213.73,2023-04-30T00:46:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:46:40
BREADBLAST04_Temperature,213.68,2023-04-30T00:46:50
BREADBLAST04_Temperature,213.72,2023-04-30T00:47:00
BREADBLAST04_Temperature,213.62,2023-04-30T00:47:10
BREADBLAST04_Temperature,213.64,2023-04-30T00:47:20
BREADBLAST04_Temperature,213.59,2023-04-30T00:47:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:47:40
BREADBLAST04_Temperature,213.52,2023-04-30T00:47:50
BREADBLAST04_Temperature,213.53,2023-04-30T00:48:00
BREADBLAST04_Temperature,213.56,2023-04-30T00:48:10
BREADBLAST04_Temperature,213.48,2023-04-30T00:48:20
BREADBLAST04_Temperature,213.46,2023-04-30T00:48:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:48:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:48:50
BREADBLAST04_Temperature,213.7,2023-04-30T00:49:00
BREADBLAST04_Temperature,213.67,2023-04-30T00:49:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:49:20
BREADBLAST04_Temperature,213.71,2023-04-30T00:49:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:49:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:49:50
BREADBLAST04_Temperature,213.69,2023-04-30T00:50:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:50:10
BREADBLAST04_Temperature,213.75,2023-04-30T00:50:20
BREADBLAST04_Temperature,213.75,2023-04-30T00:50:30
BREADBLAST04_Temperature,213.68,2023-04-30T00:50:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:50:50
BREADBLAST04_Temperature,213.85,2023-04-30T00:51:00
BREADBLAST04_Temperature,213.77,2023-04-30T00:51:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:51:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:51:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:51:40
BREADBLAST04_Temperature,213.96,2023-04-30T00:51:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:52:00
BREADBLAST04_Temperature,213.9,2023-04-30T00:52:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:52:20
BREADBLAST04_Temperature,213.87,2023-04-30T00:52:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:52:40
BREADBLAST04_Temperature,213.8,2023-04-30T00:52:50
BREADBLAST04_Temperature,213.77,2023-04-30T00:53:00
BREADBLAST04_Temperature,213.8,2023-04-30T00:53:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:53:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:53:30
BREADBLAST04_Temperature,213.82,2023-04-30T00:53:40
BREADBLAST04_Temperature,213.79,2023-04-30T00:53:50
BREADBLAST04_Temperature,213.76,2023-04-30T00:54:00
BREADBLAST04_Temperature,213.77,2023-04-30T00:54:10
BREADBLAST04_Temperature,213.78,2023-04-30T00:54:20
BREADBLAST04_Temperature,214.27,2023-04-30T00:54:30
BREADBLAST04_Temperature,213.61,2023-04-30T00:54:40
BREADBLAST04_Temperature,213.56,2023-04-30T00:54:50
BREADBLAST04_Temperature,213.65,2023-04-30T00:55:00
BREADBLAST04_Temperature,214.27,2023-04-30T00:55:10
BREADBLAST04_Temperature,213.72,2023-04-30T00:55:20
BREADBLAST04_Temperature,213.76,2023-04-30T00:55:30
BREADBLAST04_Temperature,213.85,2023-04-30T00:55:40
BREADBLAST04_Temperature,213.95,2023-04-30T00:55:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:56:00
BREADBLAST04_Temperature,213.87,2023-04-30T00:56:10
BREADBLAST04_Temperature,214.27,2023-04-30T00:56:20
BREADBLAST04_Temperature,213.83,2023-04-30T00:56:30
BREADBLAST04_Temperature,213.76,2023-04-30T00:56:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:56:50
BREADBLAST04_Temperature,213.76,2023-04-30T00:57:00
BREADBLAST04_Temperature,213.77,2023-04-30T00:57:10
BREADBLAST04_Temperature,213.85,2023-04-30T00:57:20
BREADBLAST04_Temperature,213.81,2023-04-30T00:57:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:57:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:57:50
BREADBLAST04_Temperature,213.69,2023-04-30T00:58:00
BREADBLAST04_Temperature,213.61,2023-04-30T00:58:10
BREADBLAST04_Temperature,213.66,2023-04-30T00:58:20
BREADBLAST04_Temperature,213.65,2023-04-30T00:58:30
BREADBLAST04_Temperature,213.58,2023-04-30T00:58:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:58:50
BREADBLAST04_Temperature,214.27,2023-04-30T00:59:00
BREADBLAST04_Temperature,213.79,2023-04-30T00:59:10
BREADBLAST04_Temperature,213.86,2023-04-30T00:59:20
BREADBLAST04_Temperature,213.82,2023-04-30T00:59:30
BREADBLAST04_Temperature,214.27,2023-04-30T00:59:40
BREADBLAST04_Temperature,214.27,2023-04-30T00:59:50
BREADBLAST04_Temperature,213.83,2023-04-30T01:00:00
BREADBLAST04_Temperature,214.27,2023-04-30T01:00:10
BREADBLAST04_Temperature,213.94,2023-04-30T01:00:20
BREADBLAST04_Temperature,213.98,2023-04-30T01:00:30
BREADBLAST04_Temperature,214.02,2023-04-30T01:00:40
BREADBLAST04_Temperature,214.11,2023-04-30T01:00:50
BREADBLAST04_Temperature,214.02,2023-04-30T01:01:00
BREADBLAST04_Temperature,213.98,2023-04-30T01:01:10
BREADBLAST04_Temperature,214.07,2023-04-30T01:01:20
BREADBLAST04_Temperature,214.27,2023-04-30T01:01:30
BREADBLAST04_Temperature,214.27,2023-04-30T01:01:40
BREADBLAST04_Temperature,213.89,2023-04-30T01:01:50
BREADBLAST04_Temperature,213.94,2023-04-30T01:02:00
BREADBLAST04_Temperature,214,2023-04-30T01:02:10
BREADBLAST04_Temperature,214.02,2023-04-30T01:02:20
BREADBLAST04_Temperature,213.95,2023-04-30T01:02:30
BREADBLAST04_Temperature,214.27,2023-04-30T01:02:40
BREADBLAST04_Temperature,213.88,2023-04-30T01:02:50
BREADBLAST04_Temperature,213.93,2023-04-30T01:03:00
BREADBLAST04_Temperature,214.27,2023-04-30T01:03:10
BREADBLAST04_Temperature,213.86,2023-04-30T01:03:20
BREADBLAST04_Temperature,213.92,2023-04-30T01:03:30
BREADBLAST04_Temperature,213.92,2023-04-30T01:03:40
BREADBLAST04_Temperature,213.88,2023-04-30T01:03:50
BREADBLAST04_Temperature,213.95,2023-04-30T01:04:00
BREADBLAST04_Temperature,214.27,2023-04-30T01:04:10
BREADBLAST04_Temperature,213.85,2023-04-30T01:04:20
BREADBLAST04_Temperature,213.88,2023-04-30T01:04:30
BREADBLAST04_Temperature,213.89,2023-04-30T01:04:40
BREADBLAST04_Temperature,213.97,2023-04-30T01:04:50
BREADBLAST04_Temperature,214,2023-04-30T01:05:00
BREADBLAST04_Temperature,214.27,2023-04-30T01:05:10
BREADBLAST04_Temperature,214.27,2023-04-30T01:05:20
BREADBLAST04_Temperature,213.93,2023-04-30T01:05:30
BREADBLAST04_Temperature,213.88,2023-04-30T01:05:40
BREADBLAST04_Temperature,213.91,2023-04-30T01:05:50
BREADBLAST04_Temperature,213.93,2023-04-30T01:06:00
BREADBLAST04_Temperature,213.88,2023-04-30T01:06:10
BREADBLAST04_Temperature,213.86,2023-04-30T01:06:20
BREADBLAST04_Temperature,214.27,2023-04-30T01:06:30
BREADBLAST04_Temperature,213.8,2023-04-30T01:06:40
BREADBLAST04_Temperature,213.71,2023-04-30T01:06:50
BREADBLAST04_Temperature,214.27,2023-04-30T01:07:00
BREADBLAST04_Temperature,213.59,2023-04-30T01:07:10
BREADBLAST04_Temperature,214.27,2023-04-30T01:07:20
BREADBLAST04_Temperature,214.27,2023-04-30T01:07:30
BREADBLAST04_Temperature,214.27,2023-04-30T01:07:40
BREADBLAST04_Temperature,213.74,2023-04-30T01:07:50
BREADBLAST04_Temperature,214.27,2023-04-30T01:08:00
BREADBLAST04_Temperature,213.75,2023-04-30T01:08:10
BREADBLAST04_Temperature,213.79,2023-04-30T01:08:20
BREADBLAST04_Temperature,213.71,2023-04-30T01:08:30
BREADBLAST04_Temperature,213.76,2023-04-30T01:08:40
BREADBLAST04_Temperature,214.27,2023-04-30T01:08:50
BREADBLAST04_Temperature,214.27,2023-04-30T01:09:00
BREADBLAST04_Temperature,213.81,2023-04-30T01:09:10
BREADBLAST04_Temperature,214.27,2023-04-30T01:09:20
BREADBLAST04_Temperature,213.75,2023-04-30T01:09:30
BREADBLAST04_Temperature,213.83,2023-04-30T01:09:40
BREADBLAST04_Temperature,213.92,2023-04-30T01:09:50
BREADBLAST04_Temperature,214.27,2023-04-30T01:10:00
BREADBLAST04_Temperature,214.27,2023-04-30T01:10:10
BREADBLAST04_Temperature,214.27,2023-04-30T01:10:20
BREADBLAST04_Temperature,213.85,2023-04-30T01:10:30
BREADBLAST04_Temperature,214.27,2023-04-30T01:10:40
BREADBLAST04_Temperature,214.27,2023-04-30T01:10:50
BREADBLAST04_Temperature,213.78,2023-04-30T01:11:00
BREADBLAST04_Temperature,213.73,2023-04-30T01:11:10
BREADBLAST04_Temperature,213.7,2023-04-30T01:11:20
BREADBLAST04_Temperature,213.73,2023-04-30T01:11:30
BREADBLAST04_Temperature,213.64,2023-04-30T01:11:40
BREADBLAST04_Temperature,213.73,2023-04-30T01:11:50
BREADBLAST04_Temperature,213.73,2023-04-30T01:12:00
BREADBLAST04_Temperature,213.63,2023-04-30T01:12:10
BREADBLAST04_Temperature,213.55,2023-04-30T01:12:20
BREADBLAST04_Temperature,213.62,2023-04-30T01:12:30
BREADBLAST04_Temperature,213.7,2023-04-30T01:12:40
BREADBLAST04_Temperature,214.27,2023-04-30T01:12:50
BREADBLAST04_Temperature,214.27,2023-04-30T01:13:00
BREADBLAST04_Temperature,213.8,2023-04-30T01:13:10
BREADBLAST04_Temperature,213.76,2023-04-30T01:13:20
BREADBLAST04_Temperature,213.75,2023-04-30T01:13:30
BREADBLAST04_Temperature,213.84,2023-04-30T01:13:40
BREADBLAST04_Temperature,213.81,2023-04-30T01:13:50
BREADBLAST04_Temperature,213.87,2023-04-30T01:14:00
BREADBLAST04_Temperature,213.83,2023-04-30T01:14:10
BREADBLAST04_Temperature,214.27,2023-04-30T01:14:20
BREADBLAST04_Temperature,213.9,2023-04-30T01:14:30
BREADBLAST04_Temperature,214.27,2023-04-30T01:14:40
BREADBLAST04_Temperature,213.74,2023-04-30T01:14:50
BREADBLAST04_Temperature,213.79,2023-04-30T01:15:00
